index,Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Provider Phone Number,Provider SSA County Code,Provider County Name,Ownership Type,Number of Certified Beds,Number of Residents in Certified Beds,Provider Type,Provider Resides in Hospital,Legal Business Name,Date First Approved to Provide Medicare and Medicaid services,Continuing Care Retirement Community,Special Focus Facility,Most Recent Health Inspection More Than 2 Years Ago,Provider Changed Ownership in Last 12 Months,With a Resident and Family Council,Automatic Sprinkler Systems in All Required Areas,Overall Rating,Overall Rating Footnote,Health Inspection Rating,Health Inspection Rating Footnote,QM Rating,QM Rating Footnote,Staffing Rating,Staffing Rating Footnote,RN Staffing Rating,RN Staffing Rating Footnote,Reported Staffing Footnote,Physical Therapist Staffing Footnote,Reported CNA Staffing Hours per Resident per Day,Reported LPN Staffing Hours per Resident per Day,Reported RN Staffing Hours per Resident per Day,Reported Licensed Staffing Hours per Resident per Day,Reported Total Nurse Staffing Hours per Resident per Day,Reported Physical Therapist Staffing Hours per Resident Per Day,Expected CNA Staffing Hours per Resident per Day,Expected LPN Staffing Hours per Resident per Day,Expected RN Staffing Hours per Resident per Day,Expected Total Nurse Staffing Hours per Resident per Day,Adjusted CNA Staffing Hours per Resident per Day,Adjusted LPN Staffing Hours per Resident per Day,Adjusted RN Staffing Hours per Resident per Day,Adjusted Total Nurse Staffing Hours per Resident per Day,Cycle 1 Total Number of Health Deficiencies,Cycle 1 Number of Standard Health Deficiencies,Cycle 1 Number of Complaint Health Deficiencies,Cycle 1 Health Deficiency Score,Cycle 1 Standard Survey Health Date,Cycle 1 Number of Health Revisits,Cycle 1 Health Revisit Score,Cycle 1 Total Health Score,Cycle 2 Total Number of Health Deficiencies,Cycle 2 Number of Standard Health Deficiencies,Cycle 2 Number of Complaint Health Deficiencies,Cycle 2 Health Deficiency Score,Cycle 2 Standard Health Survey Date,Cycle 2 Number of Health Revisits,Cycle 2 Health Revisit Score,Cycle 2 Total Health Score,Cycle 3 Total Number of Health Deficiencies,Cycle 3 Number of Standard Health Deficiencies,Cycle 3 Number of Complaint Health Deficiencies,Cycle 3 Health Deficiency Score,Cycle 3 Standard Health Survey Date,Cycle 3 Number of Health Revisits,Cycle 3 Health Revisit Score,Cycle 3 Total Health Score,Total Weighted Health Survey Score,Number of Facility Reported Incidents,Number of Substantiated Complaints,Number of Fines,Total Amount of Fines in Dollars,Number of Payment Denials,Total Number of Penalties,Location,Processing Date
3128,105854,WESTMINSTER OAKS,4449 MEANDERING WAY,TALLAHASSEE,FL,32308,8508781136,360,Leon,Non profit - Corporation,120,109,Medicare and Medicaid,False,"PRESBYTERIAN RETIREMENT COMMUNITIES, INC.",10/01/1993,True,False,False,False,Resident,Yes,5.0,,5.0,,3.0,,4.0,,4.0,,,,2.91514,0.62064,0.83899,1.45963,4.37477,0.10138,2.48421,0.58854,0.95489,4.02764,2.87934,0.87527,0.65651,4.37832,0.0,0.0,0.0,0.0,05/19/2016,0.0,0.0,0.0,1.0,1.0,0.0,4.0,04/09/2015,1.0,0.0,4.0,1.0,1.0,0.0,4.0,02/20/2014,1.0,0.0,4.0,2.0,0,0,0,$0.00,0,0,"4449 MEANDERING WAY
TALLAHASSEE, FL 32308
(30.479289, -84.203965)",09/01/2016
3129,105850,BARRINGTON TERRACE OF BOYNTON BEACH,1425 S CONGRESS AVE,BOYNTON BEACH,FL,33426,5613697919,490,Palm Beach,For profit - Corporation,29,26,Medicare,False,SNH SE BARRINGTON BOYNTON TENANT LLC,04/19/1994,False,False,False,False,Both,Yes,1.0,,2.0,,3.0,,1.0,,1.0,,,,2.52692,1.03077,0.43846,1.46923,3.99615,0.15192,2.53936,0.90332,1.83086,5.27355,2.44167,0.9471,0.17894,3.0545,9.0,9.0,0.0,64.0,02/12/2016,1.0,0.0,64.0,3.0,3.0,0.0,24.0,11/20/2014,1.0,0.0,24.0,2.0,2.0,0.0,20.0,09/26/2013,1.0,0.0,20.0,43.333,0,0,0,$0.00,0,0,"1425 S CONGRESS AVE
BOYNTON BEACH, FL 33426
(26.514632, -80.090346)",09/01/2016
3130,105852,HEARTLAND HEALTH CARE AND REHABILITATION CENTER OF,7225 BOCA DEL MAR DRIVE,BOCA RATON,FL,33433,5613629644,490,Palm Beach,For profit - Corporation,120,76,Medicare and Medicaid,False,HEARTLAND OF BOCA RATON FL LLC,01/12/1995,False,False,False,False,Resident,Yes,4.0,,2.0,,5.0,,4.0,,4.0,,,,2.60855,0.86908,1.20197,2.07105,4.6796,0.22961,2.51018,0.76037,1.50713,4.77768,2.54986,0.94867,0.59591,3.94815,8.0,4.0,4.0,44.0,05/19/2016,0.0,0.0,44.0,9.0,4.0,5.0,36.0,03/05/2015,1.0,0.0,36.0,11.0,8.0,3.0,96.0,01/17/2014,1.0,0.0,96.0,50.0,0,7,2,$25675.00,0,2,"7225 BOCA DEL MAR DRIVE
BOCA RATON, FL 33433
(26.346892, -80.159364)",09/01/2016
3131,105855,RULEME CENTER,2810 RULEME ST,EUSTIS,FL,32726,3523571990,340,Lake,For profit - Corporation,138,121,Medicare and Medicaid,False,RULEME CENTER LLC,08/01/1994,False,False,False,False,Both,Yes,2.0,,2.0,,2.0,,3.0,,3.0,,,,2.40083,0.81529,0.51901,1.3343,3.73513,0.12355,2.43301,0.61833,1.02289,4.07422,2.42125,1.09439,0.37913,3.69542,6.0,6.0,0.0,40.0,01/28/2016,1.0,0.0,40.0,7.0,7.0,0.0,40.0,11/05/2014,1.0,0.0,40.0,5.0,5.0,0.0,32.0,10/31/2013,1.0,0.0,32.0,38.667,0,0,0,$0.00,0,0,"2810 RULEME ST
EUSTIS, FL 32726
(28.826457, -81.689505)",09/01/2016
3132,105837,BOYNTON BEACH REHABILITATION CENTER,9600 LAWRENCE RD,BOYNTON BEACH,FL,33436,5617404100,490,Palm Beach,For profit - Corporation,168,132,Medicare and Medicaid,False,"SOVEREIGN HEALTHCARE OF BOYNTON BEACH, LLC",11/01/1993,False,False,False,False,Resident,Yes,3.0,,2.0,,2.0,,5.0,,5.0,,,,3.50227,1.12652,1.12652,2.25303,5.75531,0.13485,2.5455,0.63341,1.01448,4.19339,3.37596,1.47616,0.82972,5.5323,6.0,4.0,2.0,32.0,01/14/2016,1.0,0.0,32.0,11.0,5.0,6.0,52.0,10/23/2014,1.0,0.0,52.0,9.0,3.0,6.0,36.0,08/15/2013,1.0,0.0,36.0,39.333,0,9,1,$1800.00,0,1,"9600 LAWRENCE RD
BOYNTON BEACH, FL 33436
(26.533377, -80.106566)",09/01/2016
3133,105872,TUSKAWILLA NURSING AND REHAB CENTER,1024 WILLA SPRINGS DR,WINTER SPRINGS,FL,32708,4076995506,580,Seminole,For profit - Corporation,98,76,Medicare and Medicaid,False,"SOVEREIGN HEALTHCARE OF TUSKAWILLA, LLC",11/07/1994,False,False,False,False,Both,Yes,5.0,,5.0,,5.0,,4.0,,4.0,,,,3.35724,0.98684,1.07105,2.05789,5.41513,0.40197,2.47483,0.73785,1.45108,4.66376,3.32858,1.11008,0.55151,4.68031,2.0,2.0,0.0,8.0,08/06/2015,1.0,0.0,8.0,0.0,0.0,0.0,0.0,06/19/2014,0.0,0.0,0.0,1.0,1.0,0.0,4.0,07/18/2013,1.0,0.0,4.0,4.667,0,0,0,$0.00,0,0,"1024 WILLA SPRINGS DR
WINTER SPRINGS, FL 32708
(28.645529, -81.272442)",09/01/2016
3134,105875,SAVANNAH COVE,2090 N CONGRESS AVE,WEST PALM BEACH,FL,33401,5616865100,490,Palm Beach,For profit - Corporation,30,20,Medicare and Medicaid,False,"SENIOR LIVING PROPERTIES V, LLC",01/26/1995,False,False,False,False,Resident,Yes,4.0,,2.0,,5.0,,4.0,,4.0,,,,2.6625,0.9425,0.885,1.8275,4.49,0.25,2.42487,0.59324,1.15993,4.17804,2.69415,1.31865,0.5701,4.33188,7.0,4.0,3.0,32.0,07/15/2016,1.0,0.0,32.0,9.0,9.0,0.0,44.0,05/21/2015,1.0,0.0,44.0,4.0,4.0,0.0,44.0,03/27/2014,1.0,0.0,44.0,38.0,0,1,0,$0.00,0,0,"2090 N CONGRESS AVE
WEST PALM BEACH, FL 33401
(26.735923, -80.089826)",09/01/2016
3135,105873,"NURSING CENTER AT MERCY, THE",3671 S MIAMI AVENUE,MIAMI,FL,33133,3058541110,120,Miami-Dade,For profit - Individual,120,116,Medicare and Medicaid,False,SEFARDIK ASSOCIATES LLC,12/06/1994,False,False,False,False,Resident,Yes,2.0,,2.0,,4.0,,2.0,,3.0,,,,0.30259,0.6306,0.78836,1.41897,1.72155,0.14784,2.38213,0.72425,1.42647,4.53285,0.31168,0.72268,0.41295,1.53091,8.0,7.0,1.0,36.0,08/20/2015,1.0,0.0,36.0,13.0,3.0,10.0,84.0,06/20/2014,1.0,0.0,84.0,5.0,3.0,2.0,24.0,06/13/2013,1.0,0.0,24.0,50.0,0,5,2,$12436.00,0,2,"3671 S MIAMI AVENUE
MIAMI, FL 33133
(25.742875, -80.21689)",09/01/2016
3136,105870,LIFE CARE CENTER OF CITRUS COUNTY,3325 W JERWAYNE LN,LECANTO,FL,34461,3527464434,80,Citrus,For profit - Corporation,120,90,Medicare and Medicaid,False,CITRUS COUNTY OPERATIONS LLC,11/15/1994,False,False,False,True,Resident,Yes,5.0,,4.0,,5.0,,4.0,,4.0,,,,2.55611,0.98389,0.81889,1.80278,4.35889,0.19944,2.60134,0.72485,1.17845,4.50464,2.41104,1.12661,0.51922,3.90048,3.0,3.0,0.0,24.0,08/13/2015,1.0,0.0,24.0,1.0,1.0,0.0,4.0,06/12/2014,1.0,0.0,4.0,3.0,3.0,0.0,12.0,03/14/2013,1.0,0.0,12.0,15.333,0,0,0,$0.00,0,0,"3325 W JERWAYNE LN
LECANTO, FL 34461
(28.871794, -82.490766)",09/01/2016
3137,105868,METRO WEST NURSING AND REHAB CENTER,5900 WESTGATE DRIVE,ORLANDO,FL,32825,4072968164,470,Orange,For profit - Partnership,120,100,Medicare and Medicaid,False,SOVEREIGN HEALTHCARE OF METRO WEST LLC,10/21/1994,False,False,False,False,Both,Yes,3.0,,2.0,,2.0,,4.0,,3.0,,,,2.894,0.9055,0.7365,1.642,4.536,0.11,2.57108,0.68359,1.1064,4.36107,2.76188,1.09944,0.49739,4.19259,1.0,1.0,0.0,8.0,07/23/2015,1.0,0.0,8.0,11.0,4.0,7.0,124.0,05/30/2014,1.0,0.0,124.0,5.0,3.0,2.0,36.0,03/01/2013,1.0,0.0,36.0,51.333,0,8,3,$88466.00,0,3,"5900 WESTGATE DRIVE
ORLANDO, FL 32825
(28.532071, -81.462848)",09/01/2016
