index,Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Provider Phone Number,Provider SSA County Code,Provider County Name,Ownership Type,Number of Certified Beds,Number of Residents in Certified Beds,Provider Type,Provider Resides in Hospital,Legal Business Name,Date First Approved to Provide Medicare and Medicaid services,Continuing Care Retirement Community,Special Focus Facility,Most Recent Health Inspection More Than 2 Years Ago,Provider Changed Ownership in Last 12 Months,With a Resident and Family Council,Automatic Sprinkler Systems in All Required Areas,Overall Rating,Overall Rating Footnote,Health Inspection Rating,Health Inspection Rating Footnote,QM Rating,QM Rating Footnote,Staffing Rating,Staffing Rating Footnote,RN Staffing Rating,RN Staffing Rating Footnote,Reported Staffing Footnote,Physical Therapist Staffing Footnote,Reported CNA Staffing Hours per Resident per Day,Reported LPN Staffing Hours per Resident per Day,Reported RN Staffing Hours per Resident per Day,Reported Licensed Staffing Hours per Resident per Day,Reported Total Nurse Staffing Hours per Resident per Day,Reported Physical Therapist Staffing Hours per Resident Per Day,Expected CNA Staffing Hours per Resident per Day,Expected LPN Staffing Hours per Resident per Day,Expected RN Staffing Hours per Resident per Day,Expected Total Nurse Staffing Hours per Resident per Day,Adjusted CNA Staffing Hours per Resident per Day,Adjusted LPN Staffing Hours per Resident per Day,Adjusted RN Staffing Hours per Resident per Day,Adjusted Total Nurse Staffing Hours per Resident per Day,Cycle 1 Total Number of Health Deficiencies,Cycle 1 Number of Standard Health Deficiencies,Cycle 1 Number of Complaint Health Deficiencies,Cycle 1 Health Deficiency Score,Cycle 1 Standard Survey Health Date,Cycle 1 Number of Health Revisits,Cycle 1 Health Revisit Score,Cycle 1 Total Health Score,Cycle 2 Total Number of Health Deficiencies,Cycle 2 Number of Standard Health Deficiencies,Cycle 2 Number of Complaint Health Deficiencies,Cycle 2 Health Deficiency Score,Cycle 2 Standard Health Survey Date,Cycle 2 Number of Health Revisits,Cycle 2 Health Revisit Score,Cycle 2 Total Health Score,Cycle 3 Total Number of Health Deficiencies,Cycle 3 Number of Standard Health Deficiencies,Cycle 3 Number of Complaint Health Deficiencies,Cycle 3 Health Deficiency Score,Cycle 3 Standard Health Survey Date,Cycle 3 Number of Health Revisits,Cycle 3 Health Revisit Score,Cycle 3 Total Health Score,Total Weighted Health Survey Score,Number of Facility Reported Incidents,Number of Substantiated Complaints,Number of Fines,Total Amount of Fines in Dollars,Number of Payment Denials,Total Number of Penalties,Location,Processing Date
1252,035174,PARK AVENUE HEALTH AND REHABILITATION CENTER,2001 NORTH PARK AVENUE,TUCSON,AZ,85719,5208826151,90,Pima,For profit - Corporation,200,119,Medicare and Medicaid,False,WAVERLY PARK HEALTHCARE LLC,08/03/1988,False,False,False,False,Resident,Yes,5.0,,5.0,,5.0,,4.0,,5.0,,,,2.07101,1.15966,1.32983,2.4895,4.5605,0.07101,2.50381,0.6552,1.08016,4.23917,2.02956,1.46905,0.91991,4.33645,1.0,1.0,0.0,8.0,05/11/2016,1.0,0.0,8.0,0.0,0.0,0.0,0.0,02/19/2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10/31/2013,0.0,0.0,0.0,4.0,0,0,0,$0.00,0,0,"2001 NORTH PARK AVENUE
TUCSON, AZ 85719
(32.246033, -110.95683)",09/01/2016
1253,055995,WINDSOR CONVALESCENT CENTER OF NORTH LONG BEACH,260 E MARKET ST,LONG BEACH,CA,90805,5624284681,200,Los Angeles,For profit - Corporation,120,120,Medicare and Medicaid,False,S&F MARKET STREET HEALTHCARE LLC,08/27/1970,False,False,False,False,Resident,Yes,3.0,,2.0,,5.0,,3.0,,2.0,,,,2.24042,0.9125,0.4525,1.365,3.60542,0.12125,2.18302,0.58168,0.95681,3.72151,2.51822,1.30205,0.35337,3.90516,13.0,11.0,2.0,72.0,08/04/2015,1.0,0.0,72.0,16.0,16.0,0.0,72.0,04/09/2014,1.0,0.0,72.0,9.0,9.0,0.0,36.0,12/14/2012,1.0,0.0,36.0,66.0,0,2,0,$0.00,0,0,"260 E MARKET ST
LONG BEACH, CA 90805
(33.854321, -118.190707)",09/01/2016
1254,055826,COUNTRY OAKS CARE CENTER,830 E CHAPEL ST,SANTA MARIA,CA,93454,8059226657,520,Santa Barbara,For profit - Corporation,59,51,Medicare and Medicaid,False,"COUNTRY OAKS CARE CENTER, INC",03/22/1968,False,False,False,False,Resident,Yes,2.0,,1.0,,2.0,,4.0,,3.0,,,,2.54118,0.98431,0.55392,1.53824,4.07941,0.00098,2.23925,0.61045,0.946,3.79571,2.78454,1.33832,0.43751,4.33218,10.0,10.0,0.0,60.0,03/10/2016,1.0,0.0,60.0,17.0,16.0,1.0,294.0,03/17/2015,1.0,0.0,294.0,9.0,6.0,3.0,40.0,04/17/2014,0.0,0.0,40.0,134.667,2,1,1,$20150.00,1,2,"830 E CHAPEL ST
SANTA MARIA, CA 93454
(34.954251, -120.423329)",09/01/2016
1255,055866,PLUM TREE CARE CENTER,2580 SAMARITAN DRIVE,SAN JOSE,CA,95124,4083568181,530,Santa Clara,For profit - Corporation,76,52,Medicare and Medicaid,False,"GHC OF LOS GATOS, LLC",12/18/1967,False,False,False,False,Resident,Yes,5.0,,4.0,,5.0,,4.0,,4.0,,,,2.6375,0.47788,1.15769,1.63558,4.27307,0.21442,2.46647,0.62744,1.22845,4.32236,2.62385,0.63215,0.70416,3.98494,9.0,7.0,2.0,36.0,09/11/2015,1.0,0.0,36.0,10.0,8.0,2.0,52.0,08/04/2014,1.0,0.0,52.0,7.0,7.0,0.0,32.0,10/28/2013,1.0,0.0,32.0,40.667,1,2,0,$0.00,0,0,"2580 SAMARITAN DRIVE
SAN JOSE, CA 95124
(37.253093, -121.951079)",09/01/2016
1256,056200,OJAI VALLEY COMMUNITY HOSPITAL D/P SNF,1306 MARICOPA HWY,OJAI,CA,93023,8056462280,660,Ventura,Non profit - Corporation,66,52,Medicare and Medicaid,True,COMMUNITY MEMORIAL HEALTH SYSTEM,07/15/1970,False,False,False,False,Resident,Yes,5.0,,5.0,,5.0,,,Data Not Available,,Data Not Available,Data Not Available,Data Not Available,,,,,,,2.55071,0.66741,1.06927,4.28739,,,,,4.0,4.0,1.0,12.0,01/22/2016,1.0,0.0,12.0,4.0,4.0,0.0,16.0,01/29/2015,1.0,0.0,16.0,6.0,4.0,2.0,32.0,02/07/2014,1.0,0.0,32.0,16.667,1,2,0,$0.00,0,0,"1306 MARICOPA HWY
OJAI, CA 93023
(34.442251, -119.264518)",09/01/2016
1257,055870,SUNRAY HEALTHCARE CENTER,3210 W PICO BLVD,LOS ANGELES,CA,90019,3237342171,200,Los Angeles,For profit - Partnership,99,86,Medicare and Medicaid,False,KF SUNRAY LLC,11/01/1969,False,False,False,False,Resident,Yes,2.0,,1.0,,5.0,,4.0,,4.0,,,,2.70698,1.58372,1.13372,2.71744,5.42442,0.10058,2.58616,0.87664,1.31389,4.77669,2.56833,1.49946,0.64474,4.5775,11.0,11.0,0.0,52.0,07/19/2015,1.0,0.0,52.0,4.0,3.0,2.0,16.0,04/06/2014,1.0,0.0,16.0,14.0,14.0,0.0,460.0,12/18/2012,1.0,0.0,460.0,108.0,0,3,0,$0.00,0,0,"3210 W PICO BLVD
LOS ANGELES, CA 90019
(34.04718, -118.312163)",09/01/2016
1258,045214,HUDSON MEMORIAL NURSING HOME,700 N. COLLEGE AVENUE,EL DORADO,AR,71730,8708638131,690,Union,Government - County,108,87,Medicare and Medicaid,False,HUDSON MEMORIAL NURSING HOME,09/01/1993,False,False,False,False,Both,Yes,4.0,,3.0,,3.0,,4.0,,3.0,,,,3.38908,1.12471,0.54368,1.66839,5.05747,0.00402,2.14155,0.58025,0.87164,3.59344,3.88307,1.6088,0.46606,5.67316,6.0,6.0,0.0,52.0,09/04/2015,1.0,0.0,52.0,3.0,3.0,0.0,28.0,07/17/2014,1.0,0.0,28.0,4.0,2.0,2.0,32.0,06/21/2013,1.0,0.0,32.0,40.667,1,1,0,$0.00,0,0,"700 N COLLEGE AVENUE
EL DORADO, AR 71730
(33.218418, -92.674103)",09/01/2016
1259,056008,GUARDIAN REHABILITATION HOSPITAL,533 S. FAIRFAX AVE,LOS ANGELES,CA,90036,3239311061,200,Los Angeles,For profit - Corporation,93,84,Medicare and Medicaid,False,533 SOUTH FAIRFAX AVENUE INC,12/17/1968,False,False,False,False,Resident,Yes,5.0,,3.0,,5.0,,4.0,,3.0,,,,3.3625,1.22798,0.70179,1.92976,5.29227,0.06786,2.41791,0.67367,1.18311,4.27469,3.41227,1.51294,0.44322,4.99044,14.0,11.0,3.0,56.0,06/28/2015,1.0,0.0,56.0,15.0,15.0,0.0,80.0,03/09/2014,1.0,0.0,80.0,6.0,6.0,0.0,48.0,11/18/2012,1.0,0.0,48.0,62.667,0,3,0,$0.00,0,0,"533 S FAIRFAX AVE
LOS ANGELES, CA 90036
(34.0663, -118.361388)",09/01/2016
1260,05E119,TUSTIN CARE CENTER,1051 BRYAN AVENUE,TUSTIN,CA,92780,7148326780,400,Orange,For profit - Corporation,99,97,Medicaid,False,Legal Business Name Not Available,01/01/1980,False,False,False,False,Resident,Yes,3.0,,2.0,,5.0,,2.0,,3.0,,,,1.00155,0.31495,0.41082,0.72577,1.72732,0.01753,1.57656,0.49737,0.61528,2.6892,1.55878,0.52558,0.4989,2.58911,12.0,11.0,1.0,100.0,11/18/2015,1.0,0.0,100.0,13.0,10.0,3.0,56.0,11/17/2014,1.0,0.0,56.0,24.0,18.0,6.0,88.0,10/31/2013,1.0,0.0,88.0,83.333,0,7,0,$0.00,0,0,"1051 BRYAN AVENUE
TUSTIN, CA 92780
(33.743045, -117.815473)",09/01/2016
1261,035112,APACHE JUNCTION HLTH CENTER,2012 WEST SOUTHERN AVE,APACHE JUNCTION,AZ,85120,4809830700,100,Pinal,For profit - Corporation,190,84,Medicare and Medicaid,False,"FOOTHILL CARE CENTER, LLC",05/13/1998,False,False,False,False,Resident,Yes,5.0,,3.0,,5.0,,4.0,,4.0,,,,2.8756,1.25536,0.92976,2.18512,5.06072,0.05952,2.44799,0.65872,1.1463,4.25302,2.88231,1.58177,0.60605,4.79642,0.0,0.0,0.0,0.0,07/20/2016,0.0,0.0,0.0,9.0,9.0,2.0,68.0,04/13/2015,1.0,0.0,68.0,11.0,11.0,4.0,68.0,01/30/2014,1.0,0.0,68.0,34.0,0,8,2,$20925.00,0,2,"2012 WEST SOUTHERN AVE
APACHE JUNCTION, AZ 85120
(33.393328, -111.566011)",09/01/2016
