index,Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Provider Phone Number,Provider SSA County Code,Provider County Name,Ownership Type,Number of Certified Beds,Number of Residents in Certified Beds,Provider Type,Provider Resides in Hospital,Legal Business Name,Date First Approved to Provide Medicare and Medicaid services,Continuing Care Retirement Community,Special Focus Facility,Most Recent Health Inspection More Than 2 Years Ago,Provider Changed Ownership in Last 12 Months,With a Resident and Family Council,Automatic Sprinkler Systems in All Required Areas,Overall Rating,Overall Rating Footnote,Health Inspection Rating,Health Inspection Rating Footnote,QM Rating,QM Rating Footnote,Staffing Rating,Staffing Rating Footnote,RN Staffing Rating,RN Staffing Rating Footnote,Reported Staffing Footnote,Physical Therapist Staffing Footnote,Reported CNA Staffing Hours per Resident per Day,Reported LPN Staffing Hours per Resident per Day,Reported RN Staffing Hours per Resident per Day,Reported Licensed Staffing Hours per Resident per Day,Reported Total Nurse Staffing Hours per Resident per Day,Reported Physical Therapist Staffing Hours per Resident Per Day,Expected CNA Staffing Hours per Resident per Day,Expected LPN Staffing Hours per Resident per Day,Expected RN Staffing Hours per Resident per Day,Expected Total Nurse Staffing Hours per Resident per Day,Adjusted CNA Staffing Hours per Resident per Day,Adjusted LPN Staffing Hours per Resident per Day,Adjusted RN Staffing Hours per Resident per Day,Adjusted Total Nurse Staffing Hours per Resident per Day,Cycle 1 Total Number of Health Deficiencies,Cycle 1 Number of Standard Health Deficiencies,Cycle 1 Number of Complaint Health Deficiencies,Cycle 1 Health Deficiency Score,Cycle 1 Standard Survey Health Date,Cycle 1 Number of Health Revisits,Cycle 1 Health Revisit Score,Cycle 1 Total Health Score,Cycle 2 Total Number of Health Deficiencies,Cycle 2 Number of Standard Health Deficiencies,Cycle 2 Number of Complaint Health Deficiencies,Cycle 2 Health Deficiency Score,Cycle 2 Standard Health Survey Date,Cycle 2 Number of Health Revisits,Cycle 2 Health Revisit Score,Cycle 2 Total Health Score,Cycle 3 Total Number of Health Deficiencies,Cycle 3 Number of Standard Health Deficiencies,Cycle 3 Number of Complaint Health Deficiencies,Cycle 3 Health Deficiency Score,Cycle 3 Standard Health Survey Date,Cycle 3 Number of Health Revisits,Cycle 3 Health Revisit Score,Cycle 3 Total Health Score,Total Weighted Health Survey Score,Number of Facility Reported Incidents,Number of Substantiated Complaints,Number of Fines,Total Amount of Fines in Dollars,Number of Payment Denials,Total Number of Penalties,Location,Processing Date
2503,075236,NOBLE HORIZONS,17 COBBLE RD,SALISBURY,CT,6068,8604359851,20,Litchfield,Non profit - Corporation,110,89,Medicare and Medicaid,False,"CHURCH HOMES, INC. CONGREGATIONAL",01/03/1975,False,False,False,False,Both,Yes,5.0,,4.0,,4.0,,5.0,,5.0,,,,2.36854,0.38764,1.26798,1.65562,4.02416,0.05056,2.242,0.54048,0.81537,3.59785,2.59219,0.59529,1.16197,4.50853,7.0,6.0,4.0,48.0,05/07/2015,1.0,0.0,48.0,1.0,1.0,0.0,8.0,04/02/2014,1.0,0.0,8.0,11.0,7.0,4.0,44.0,06/12/2013,1.0,0.0,44.0,34.0,5,1,0,$0.00,0,0,"17 COBBLE RD
SALISBURY, CT 06068
(41.988156, -73.42816)",09/01/2016
2504,075234,VILLAGE GREEN OF WALLINGFORD REHAB & HEALTH CENTER,55 KONDRACKI LANE,WALLINGFORD,CT,6492,2032656771,40,New Haven,For profit - Corporation,180,106,Medicare and Medicaid,False,55 KONDRACKI LANE OPERATIONS LLC,08/02/1974,False,False,False,True,Resident,Yes,1.0,,1.0,,4.0,,3.0,,3.0,,,,2.49764,1.03491,0.66368,1.69858,4.19623,0.05189,2.40937,0.66824,0.98101,4.05861,2.5436,1.28543,0.5055,4.16758,7.0,7.0,6.0,48.0,10/05/2015,1.0,0.0,48.0,35.0,28.0,12.0,272.0,10/30/2014,1.0,0.0,272.0,18.0,18.0,5.0,104.0,11/25/2013,1.0,0.0,104.0,132.0,7,6,3,$16543.00,0,3,"55 KONDRACKI LANE
WALLINGFORD, CT 06492
(41.435956, -72.811757)",09/01/2016
2505,075238,MAPLE VIEW MANOR,856 MAPLE ST,ROCKY HILL,CT,6067,8605632861,10,Hartford,For profit - Corporation,120,113,Medicare and Medicaid,False,MAPLE VIEW MANOR OF CT LLC,03/20/1975,False,False,False,False,Resident,Yes,5.0,,4.0,,5.0,,3.0,,3.0,,,,2.33451,0.74159,0.49558,1.23717,3.57168,0.10354,2.68603,0.63376,0.92829,4.24808,2.13258,0.97122,0.3989,3.38908,5.0,5.0,0.0,32.0,07/30/2015,1.0,0.0,32.0,2.0,2.0,2.0,8.0,07/11/2014,1.0,0.0,8.0,6.0,6.0,1.0,52.0,09/06/2013,1.0,0.0,52.0,27.333,1,1,1,$1170.00,0,1,"856 MAPLE ST
ROCKY HILL, CT 06067
(41.673965, -72.666639)",09/01/2016
2506,075232,COBALT LODGE HEALTH CARE & REH,29 MIDDLE HADDAM RD,COBALT,CT,6414,8602679034,30,Middlesex,For profit - Corporation,60,49,Medicare and Medicaid,False,Z INCORPORATED,09/30/1974,False,False,False,False,Resident,Yes,4.0,,3.0,,3.0,,5.0,,5.0,,,,2.71531,0.93571,0.93061,1.86633,4.58163,0.11122,2.33053,0.56742,0.93201,3.82996,2.85881,1.36873,0.74608,4.82201,7.0,7.0,0.0,44.0,12/23/2015,1.0,0.0,44.0,11.0,10.0,1.0,64.0,11/13/2014,1.0,0.0,64.0,2.0,2.0,0.0,8.0,12/12/2013,1.0,0.0,8.0,44.667,1,0,0,$0.00,0,0,"29 MIDDLE HADDAM RD
COBALT, CT 06414
(41.475124, -72.266595)",09/01/2016
2507,075306,PILGRIM MANOR,52 MISSIONARY RD PO BOX 180,CROMWELL,CT,6416,8606355511,30,Middlesex,Non profit - Corporation,60,49,Medicare and Medicaid,False,"COVENANT HOME, INC.",02/01/1987,True,False,False,False,Resident,Yes,4.0,,3.0,,5.0,,3.0,,4.0,,,,2.45612,0.77653,0.72959,1.50612,3.96224,0.18469,2.89598,0.64231,0.88075,4.41904,2.08102,1.00344,0.61896,3.61422,3.0,3.0,0.0,44.0,06/09/2016,1.0,0.0,44.0,9.0,9.0,0.0,44.0,08/13/2015,1.0,0.0,44.0,6.0,6.0,2.0,24.0,07/25/2014,1.0,0.0,24.0,40.667,1,0,0,$0.00,0,0,"52 MISSIONARY RD
CROMWELL, CT 06416
(41.600975, -72.667306)",09/01/2016
2508,075250,PARK PLACE HEALTH CENTER,5 GREENWOOD ST,HARTFORD,CT,6106,8602362901,10,Hartford,For profit - Corporation,150,144,Medicare and Medicaid,False,"SPECTRUM HEALTHCARE HARTFORD, LLC",03/31/1974,False,False,False,False,Resident,Yes,4.0,,3.0,,5.0,,3.0,,2.0,,,,2.02813,1.12465,0.4125,1.53715,3.56528,0.06736,2.10024,0.54631,0.85293,3.49949,2.36945,1.70865,0.36137,4.10668,9.0,8.0,4.0,52.0,02/25/2016,1.0,0.0,52.0,9.0,8.0,2.0,44.0,04/23/2015,1.0,0.0,44.0,7.0,5.0,2.0,28.0,06/13/2014,1.0,0.0,28.0,45.333,1,5,0,$0.00,0,0,"5 GREENWOOD ST
HARTFORD, CT 06106
(41.754837, -72.709971)",09/01/2016
2509,075239,ELLIS MANOR,210 GEORGE ST,HARTFORD,CT,6114,8602969166,10,Hartford,For profit - Corporation,105,88,Medicare and Medicaid,False,HEALTH CARE RELIANCE LLC D/B/A ELLIS MANOR,06/01/1975,False,False,False,False,Resident,Yes,2.0,,1.0,,5.0,,4.0,,4.0,,,,2.20966,0.79489,0.82386,1.61875,3.82841,0.06648,2.41609,0.63672,1.03101,4.08382,2.24406,1.03618,0.59707,3.7788,35.0,10.0,27.0,337.0,06/11/2015,1.0,0.0,337.0,4.0,3.0,1.0,44.0,05/01/2014,1.0,0.0,44.0,6.0,4.0,2.0,28.0,05/16/2013,1.0,0.0,28.0,187.833,2,7,3,$28600.00,1,4,"210 GEORGE ST
HARTFORD, CT 06114
(41.731564, -72.678455)",09/01/2016
2510,075228,ARDEN HOUSE,850 MIX AVE,HAMDEN,CT,6514,2032813500,40,New Haven,For profit - Corporation,360,297,Medicare and Medicaid,False,HARBORSIDE CONNECTICUT LIMITED PARTNERSHIP,08/01/1973,False,False,False,False,Resident,Yes,1.0,,1.0,,2.0,,3.0,,2.0,,,,2.18872,0.89394,0.40202,1.29596,3.48468,0.05976,2.3244,0.58438,0.90819,3.81697,2.31048,1.26967,0.33076,3.67999,19.0,13.0,9.0,96.0,10/30/2015,1.0,0.0,96.0,19.0,15.0,19.0,128.0,12/03/2014,1.0,0.0,128.0,25.0,17.0,11.0,136.0,01/09/2014,1.0,0.0,136.0,113.333,20,7,3,$27463.00,0,3,"850 MIX AVE
HAMDEN, CT 06514
(41.375785, -72.92065)",09/01/2016
2511,075231,APPLE REHAB COLCHESTER,36 BROADWAY,COLCHESTER,CT,6415,8605374606,50,New London,For profit - Corporation,60,53,Medicare and Medicaid,False,"WATERBURY EXTENDED CARE FACILITY, INC.",06/10/1974,False,False,False,False,Resident,Yes,3.0,,3.0,,4.0,,3.0,,5.0,,,,2.15472,0.20094,1.3934,1.59434,3.74906,0.10377,2.52941,0.63387,1.03019,4.19347,2.09022,0.26311,1.01064,3.60372,8.0,8.0,0.0,60.0,01/21/2016,1.0,0.0,60.0,8.0,8.0,2.0,48.0,12/04/2014,1.0,0.0,48.0,0.0,0.0,0.0,0.0,11/18/2013,0.0,0.0,0.0,46.0,0,1,0,$0.00,0,0,"36 BROADWAY
COLCHESTER, CT 06415
(41.576907, -72.333707)",09/01/2016
2512,075301,CALEB HITCHCOCK HEALTH CARE CE,40 LOEFFLER RD,BLOOMFIELD,CT,6002,8607262000,10,Hartford,Non profit - Corporation,60,55,Medicare,False,"DUNCASTER, INCORPORATED",07/03/1984,True,False,False,False,Both,Yes,5.0,,5.0,,5.0,,5.0,,5.0,,,,3.08727,0.94545,1.28727,2.23273,5.31999,0.10364,2.69888,0.6267,1.04784,4.37342,2.80681,1.25216,0.91793,4.90334,2.0,2.0,0.0,8.0,06/04/2015,1.0,0.0,8.0,5.0,2.0,3.0,20.0,05/16/2014,1.0,0.0,20.0,7.0,7.0,0.0,44.0,07/11/2013,1.0,0.0,44.0,18.0,1,0,0,$0.00,0,0,"40 LOEFFLER RD
BLOOMFIELD, CT 06002
(41.828776, -72.76466)",09/01/2016
